Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Helsingborg A;62040;2.0

Parameternamn;Beskrivning;Enhet
Nederbörd;1 gång/dygn, kl 18;code

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1999-06-20 18:00:01;1999-06-21 18:00:00;1999-06-21;regnskurar;G
1999-06-20 18:00:01;1999-06-21 18:00:00;1999-06-21;regn;G
1999-06-21 18:00:01;1999-06-22 18:00:00;1999-06-22;regn;G
1999-06-22 18:00:01;1999-06-23 18:00:00;1999-06-23;regnskurar;G
1999-06-22 18:00:01;1999-06-23 18:00:00;1999-06-23;Obestämd nederbördstyp;G
1999-06-23 18:00:01;1999-06-24 18:00:00;1999-06-24;regnskurar;G
1999-06-23 18:00:01;1999-06-24 18:00:00;1999-06-24;regn;G
1999-06-24 18:00:01;1999-06-25 18:00:00;1999-06-25;regn;G
1999-06-25 18:00:01;1999-06-26 18:00:00;1999-06-26;regn;G
1999-06-25 18:00:01;1999-06-26 18:00:00;1999-06-26;duggregn;G
1999-06-26 18:00:01;1999-06-27 18:00:00;1999-06-27;regnskurar;G
1999-06-26 18:00:01;1999-06-27 18:00:00;1999-06-27;regn;G
1999-06-27 18:00:01;1999-06-28 18:00:00;1999-06-28;duggregn;G
1999-06-27 18:00:01;1999-06-28 18:00:00;1999-06-28;regnskurar;G
1999-06-27 18:00:01;1999-06-28 18:00:00;1999-06-28;regn;G
1999-06-28 18:00:01;1999-06-29 18:00:00;1999-06-29;regn;G
1999-06-29 18:00:01;1999-06-30 18:00:00;1999-06-30;regn;G
1999-06-29 18:00:01;1999-06-30 18:00:00;1999-06-30;duggregn;G
1999-07-01 18:00:01;1999-07-02 18:00:00;1999-07-02;regn;G
1999-07-01 18:00:01;1999-07-02 18:00:00;1999-07-02;Obestämd nederbördstyp;G
1999-07-02 18:00:01;1999-07-03 18:00:00;1999-07-03;regnskurar;G
1999-07-02 18:00:01;1999-07-03 18:00:00;1999-07-03;duggregn;G
1999-07-02 18:00:01;1999-07-03 18:00:00;1999-07-03;regn;G
1999-07-03 18:00:01;1999-07-04 18:00:00;1999-07-04;regn;G
1999-07-03 18:00:01;1999-07-04 18:00:00;1999-07-04;duggregn;G
1999-07-04 18:00:01;1999-07-05 18:00:00;1999-07-05;duggregn;G
1999-07-04 18:00:01;1999-07-05 18:00:00;1999-07-05;regn;G
1999-07-05 18:00:01;1999-07-06 18:00:00;1999-07-06;duggregn;G
1999-07-05 18:00:01;1999-07-06 18:00:00;1999-07-06;regnskurar;G
1999-07-12 18:00:01;1999-07-13 18:00:00;1999-07-13;regn;G
1999-07-12 18:00:01;1999-07-13 18:00:00;1999-07-13;regnskurar;G
1999-07-13 18:00:01;1999-07-14 18:00:00;1999-07-14;regn;G
1999-07-13 18:00:01;1999-07-14 18:00:00;1999-07-14;Obestämd nederbördstyp;G
1999-07-13 18:00:01;1999-07-14 18:00:00;1999-07-14;duggregn;G
1999-07-14 18:00:01;1999-07-15 18:00:00;1999-07-15;regnskurar;G
1999-07-14 18:00:01;1999-07-15 18:00:00;1999-07-15;regn;G
1999-07-15 18:00:01;1999-07-16 18:00:00;1999-07-16;regn;G
1999-07-16 18:00:01;1999-07-17 18:00:00;1999-07-17;regnskurar;G
1999-07-16 18:00:01;1999-07-17 18:00:00;1999-07-17;regn;G
1999-07-16 18:00:01;1999-07-17 18:00:00;1999-07-17;Obestämd nederbördstyp;G
1999-07-17 18:00:01;1999-07-18 18:00:00;1999-07-18;regn;G
1999-07-19 18:00:01;1999-07-20 18:00:00;1999-07-20;regn;G
1999-07-20 18:00:01;1999-07-21 18:00:00;1999-07-21;regn;G
1999-07-21 18:00:01;1999-07-22 18:00:00;1999-07-22;regnskurar;G
1999-07-21 18:00:01;1999-07-22 18:00:00;1999-07-22;regn;G
1999-07-21 18:00:01;1999-07-22 18:00:00;1999-07-22;duggregn;G
1999-07-23 18:00:01;1999-07-24 18:00:00;1999-07-24;regnskurar;G
1999-07-23 18:00:01;1999-07-24 18:00:00;1999-07-24;Obestämd nederbördstyp;G
1999-07-23 18:00:01;1999-07-24 18:00:00;1999-07-24;duggregn;G
1999-07-23 18:00:01;1999-07-24 18:00:00;1999-07-24;regn;G
1999-07-24 18:00:01;1999-07-25 18:00:00;1999-07-25;regn;G
1999-08-07 18:00:01;1999-08-08 18:00:00;1999-08-08;duggregn;G
1999-08-07 18:00:01;1999-08-08 18:00:00;1999-08-08;regnskurar;G
1999-08-07 18:00:01;1999-08-08 18:00:00;1999-08-08;regn;G
1999-08-08 18:00:01;1999-08-09 18:00:00;1999-08-09;Obestämd nederbördstyp;G
1999-08-08 18:00:01;1999-08-09 18:00:00;1999-08-09;regn;G
1999-08-08 18:00:01;1999-08-09 18:00:00;1999-08-09;regnskurar;G
1999-08-09 18:00:01;1999-08-10 18:00:00;1999-08-10;regnskurar;G
1999-08-09 18:00:01;1999-08-10 18:00:00;1999-08-10;regn;G
1999-08-10 18:00:01;1999-08-11 18:00:00;1999-08-11;regn;G
1999-08-10 18:00:01;1999-08-11 18:00:00;1999-08-11;regnskurar;G
1999-08-11 18:00:01;1999-08-12 18:00:00;1999-08-12;Obestämd nederbördstyp;G
1999-08-12 18:00:01;1999-08-13 18:00:00;1999-08-13;regn;G
1999-08-14 18:00:01;1999-08-15 18:00:00;1999-08-15;regnskurar;G
1999-08-14 18:00:01;1999-08-15 18:00:00;1999-08-15;duggregn;G
1999-08-14 18:00:01;1999-08-15 18:00:00;1999-08-15;regn;G
1999-08-15 18:00:01;1999-08-16 18:00:00;1999-08-16;regnskurar;G
1999-08-15 18:00:01;1999-08-16 18:00:00;1999-08-16;regn;G
1999-08-15 18:00:01;1999-08-16 18:00:00;1999-08-16;duggregn;G
1999-08-16 18:00:01;1999-08-17 18:00:00;1999-08-17;regnskurar;G
1999-08-16 18:00:01;1999-08-17 18:00:00;1999-08-17;Obestämd nederbördstyp;G
1999-08-16 18:00:01;1999-08-17 18:00:00;1999-08-17;regn;G
1999-08-17 18:00:01;1999-08-18 18:00:00;1999-08-18;Obestämd nederbördstyp;G
1999-08-18 18:00:01;1999-08-19 18:00:00;1999-08-19;regnskurar;G
1999-08-18 18:00:01;1999-08-19 18:00:00;1999-08-19;regn;G
1999-08-19 18:00:01;1999-08-20 18:00:00;1999-08-20;regn;G
1999-08-19 18:00:01;1999-08-20 18:00:00;1999-08-20;Obestämd nederbördstyp;G
1999-08-19 18:00:01;1999-08-20 18:00:00;1999-08-20;regnskurar;G
1999-08-20 18:00:01;1999-08-21 18:00:00;1999-08-21;regn;G
1999-08-20 18:00:01;1999-08-21 18:00:00;1999-08-21;regnskurar;G
1999-08-25 18:00:01;1999-08-26 18:00:00;1999-08-26;regn;G
1999-08-25 18:00:01;1999-08-26 18:00:00;1999-08-26;regnskurar;G
1999-08-26 18:00:01;1999-08-27 18:00:00;1999-08-27;regn;G
1999-08-26 18:00:01;1999-08-27 18:00:00;1999-08-27;regnskurar;G
1999-08-27 18:00:01;1999-08-28 18:00:00;1999-08-28;regn;G
1999-08-30 18:00:01;1999-08-31 18:00:00;1999-08-31;regn;G
1999-08-30 18:00:01;1999-08-31 18:00:00;1999-08-31;regnskurar;G
1999-08-31 18:00:01;1999-09-01 18:00:00;1999-09-01;regn;G
1999-08-31 18:00:01;1999-09-01 18:00:00;1999-09-01;Obestämd nederbördstyp;G
1999-09-16 18:00:01;1999-09-17 18:00:00;1999-09-17;regnskurar;G
1999-09-17 18:00:01;1999-09-18 18:00:00;1999-09-18;regn;G
1999-09-18 18:00:01;1999-09-19 18:00:00;1999-09-19;duggregn;G
1999-09-20 18:00:01;1999-09-21 18:00:00;1999-09-21;duggregn;G
1999-09-20 18:00:01;1999-09-21 18:00:00;1999-09-21;regn;G
1999-09-21 18:00:01;1999-09-22 18:00:00;1999-09-22;duggregn;G
1999-09-21 18:00:01;1999-09-22 18:00:00;1999-09-22;regn;G
1999-09-21 18:00:01;1999-09-22 18:00:00;1999-09-22;regnskurar;G
1999-09-22 18:00:01;1999-09-23 18:00:00;1999-09-23;regn;G
1999-09-23 18:00:01;1999-09-24 18:00:00;1999-09-24;regn;G
1999-09-23 18:00:01;1999-09-24 18:00:00;1999-09-24;regnskurar;G
1999-09-24 18:00:01;1999-09-25 18:00:00;1999-09-25;Obestämd nederbördstyp;G
1999-09-24 18:00:01;1999-09-25 18:00:00;1999-09-25;regnskurar;G
1999-09-24 18:00:01;1999-09-25 18:00:00;1999-09-25;regn;G
1999-09-25 18:00:01;1999-09-26 18:00:00;1999-09-26;regn;G
1999-09-26 18:00:01;1999-09-27 18:00:00;1999-09-27;regn;G
1999-09-26 18:00:01;1999-09-27 18:00:00;1999-09-27;regnskurar;G
1999-09-27 18:00:01;1999-09-28 18:00:00;1999-09-28;regn;G
1999-09-27 18:00:01;1999-09-28 18:00:00;1999-09-28;duggregn;G
1999-09-27 18:00:01;1999-09-28 18:00:00;1999-09-28;regnskurar;G
1999-09-27 18:00:01;1999-09-28 18:00:00;1999-09-28;Obestämd nederbördstyp;G
1999-09-28 18:00:01;1999-09-29 18:00:00;1999-09-29;regnskurar;G
1999-09-28 18:00:01;1999-09-29 18:00:00;1999-09-29;regn;G
1999-09-29 18:00:01;1999-09-30 18:00:00;1999-09-30;regn;G
1999-09-29 18:00:01;1999-09-30 18:00:00;1999-09-30;regnskurar;G
1999-09-30 18:00:01;1999-10-01 18:00:00;1999-10-01;duggregn;G
1999-09-30 18:00:01;1999-10-01 18:00:00;1999-10-01;regn;G
1999-09-30 18:00:01;1999-10-01 18:00:00;1999-10-01;regnskurar;G
1999-10-01 18:00:01;1999-10-02 18:00:00;1999-10-02;Obestämd nederbördstyp;G
1999-10-01 18:00:01;1999-10-02 18:00:00;1999-10-02;duggregn;G
1999-10-01 18:00:01;1999-10-02 18:00:00;1999-10-02;regn;G
1999-10-01 18:00:01;1999-10-02 18:00:00;1999-10-02;regnskurar;G
1999-10-02 18:00:01;1999-10-03 18:00:00;1999-10-03;regn;G
1999-10-02 18:00:01;1999-10-03 18:00:00;1999-10-03;regnskurar;G
1999-10-03 18:00:01;1999-10-04 18:00:00;1999-10-04;Obestämd nederbördstyp;G
1999-10-03 18:00:01;1999-10-04 18:00:00;1999-10-04;regnskurar;G
1999-10-03 18:00:01;1999-10-04 18:00:00;1999-10-04;regn;G
1999-10-06 18:00:01;1999-10-07 18:00:00;1999-10-07;Obestämd nederbördstyp;G
1999-10-06 18:00:01;1999-10-07 18:00:00;1999-10-07;regn;G
1999-10-07 18:00:01;1999-10-08 18:00:00;1999-10-08;duggregn;G
1999-10-07 18:00:01;1999-10-08 18:00:00;1999-10-08;Obestämd nederbördstyp;G
1999-10-07 18:00:01;1999-10-08 18:00:00;1999-10-08;regn;G
1999-10-07 18:00:01;1999-10-08 18:00:00;1999-10-08;regnskurar;G
1999-10-08 18:00:01;1999-10-09 18:00:00;1999-10-09;regnskurar;G
1999-10-08 18:00:01;1999-10-09 18:00:00;1999-10-09;regn;G
1999-10-09 18:00:01;1999-10-10 18:00:00;1999-10-10;regn;G
1999-10-09 18:00:01;1999-10-10 18:00:00;1999-10-10;duggregn;G
1999-10-09 18:00:01;1999-10-10 18:00:00;1999-10-10;regnskurar;G
1999-10-10 18:00:01;1999-10-11 18:00:00;1999-10-11;regn;G
1999-10-10 18:00:01;1999-10-11 18:00:00;1999-10-11;Obestämd nederbördstyp;G
1999-10-10 18:00:01;1999-10-11 18:00:00;1999-10-11;regnskurar;G
1999-10-10 18:00:01;1999-10-11 18:00:00;1999-10-11;duggregn;G
1999-10-11 18:00:01;1999-10-12 18:00:00;1999-10-12;Obestämd nederbördstyp;G
1999-10-11 18:00:01;1999-10-12 18:00:00;1999-10-12;regnskurar;G
1999-10-11 18:00:01;1999-10-12 18:00:00;1999-10-12;duggregn;G
1999-10-12 18:00:01;1999-10-13 18:00:00;1999-10-13;duggregn;G
1999-10-13 18:00:01;1999-10-14 18:00:00;1999-10-14;regn;G
1999-10-13 18:00:01;1999-10-14 18:00:00;1999-10-14;regnskurar;G
1999-10-13 18:00:01;1999-10-14 18:00:00;1999-10-14;Obestämd nederbördstyp;G
1999-10-13 18:00:01;1999-10-14 18:00:00;1999-10-14;duggregn;G
1999-10-18 18:00:01;1999-10-19 18:00:00;1999-10-19;Obestämd nederbördstyp;G
1999-10-19 18:00:01;1999-10-20 18:00:00;1999-10-20;Obestämd nederbördstyp;G
1999-10-19 18:00:01;1999-10-20 18:00:00;1999-10-20;regn;G
1999-10-19 18:00:01;1999-10-20 18:00:00;1999-10-20;regnskurar;G
1999-10-22 18:00:01;1999-10-23 18:00:00;1999-10-23;regn;G
1999-10-23 18:00:01;1999-10-24 18:00:00;1999-10-24;regn;G
1999-10-23 18:00:01;1999-10-24 18:00:00;1999-10-24;duggregn;G
1999-10-23 18:00:01;1999-10-24 18:00:00;1999-10-24;regnskurar;G
1999-10-24 18:00:01;1999-10-25 18:00:00;1999-10-25;regn;G
1999-10-25 18:00:01;1999-10-26 18:00:00;1999-10-26;regnskurar;G
1999-10-25 18:00:01;1999-10-26 18:00:00;1999-10-26;duggregn;G
1999-10-25 18:00:01;1999-10-26 18:00:00;1999-10-26;Obestämd nederbördstyp;G
1999-10-25 18:00:01;1999-10-26 18:00:00;1999-10-26;regn;G
1999-10-26 18:00:01;1999-10-27 18:00:00;1999-10-27;regn;G
1999-10-26 18:00:01;1999-10-27 18:00:00;1999-10-27;regnskurar;G
1999-10-27 18:00:01;1999-10-28 18:00:00;1999-10-28;regnskurar;G
1999-10-27 18:00:01;1999-10-28 18:00:00;1999-10-28;regn;G
1999-10-27 18:00:01;1999-10-28 18:00:00;1999-10-28;Obestämd nederbördstyp;G
1999-10-30 18:00:01;1999-10-31 18:00:00;1999-10-31;Obestämd nederbördstyp;G
1999-10-30 18:00:01;1999-10-31 18:00:00;1999-10-31;regnskurar;G
1999-10-30 18:00:01;1999-10-31 18:00:00;1999-10-31;regn;G
1999-10-31 18:00:01;1999-11-01 18:00:00;1999-11-01;regn;G
1999-11-01 18:00:01;1999-11-02 18:00:00;1999-11-02;Obestämd nederbördstyp;G
1999-11-01 18:00:01;1999-11-02 18:00:00;1999-11-02;regn;G
1999-11-01 18:00:01;1999-11-02 18:00:00;1999-11-02;duggregn;G
1999-11-01 18:00:01;1999-11-02 18:00:00;1999-11-02;regnskurar;G
1999-11-02 18:00:01;1999-11-03 18:00:00;1999-11-03;regn;G
1999-11-07 18:00:01;1999-11-08 18:00:00;1999-11-08;regnskurar;G
1999-11-09 18:00:01;1999-11-10 18:00:00;1999-11-10;regn;G
1999-11-09 18:00:01;1999-11-10 18:00:00;1999-11-10;Obestämd nederbördstyp;G
1999-11-12 18:00:01;1999-11-13 18:00:00;1999-11-13;regnskurar;G
1999-11-12 18:00:01;1999-11-13 18:00:00;1999-11-13;Obestämd nederbördstyp;G
1999-11-12 18:00:01;1999-11-13 18:00:00;1999-11-13;duggregn;G
1999-11-16 18:00:01;1999-11-17 18:00:00;1999-11-17;regn;G
1999-11-16 18:00:01;1999-11-17 18:00:00;1999-11-17;snowfall;G
1999-11-16 18:00:01;1999-11-17 18:00:00;1999-11-17;duggregn;G
1999-11-16 18:00:01;1999-11-17 18:00:00;1999-11-17;snöbyar;G
1999-11-17 18:00:01;1999-11-18 18:00:00;1999-11-18;regnskurar;G
1999-11-17 18:00:01;1999-11-18 18:00:00;1999-11-18;duggregn;G
1999-11-17 18:00:01;1999-11-18 18:00:00;1999-11-18;Obestämd nederbördstyp;G
1999-11-17 18:00:01;1999-11-18 18:00:00;1999-11-18;regn;G
1999-11-18 18:00:01;1999-11-19 18:00:00;1999-11-19;snowfall;G
1999-11-18 18:00:01;1999-11-19 18:00:00;1999-11-19;regn;G
1999-11-18 18:00:01;1999-11-19 18:00:00;1999-11-19;duggregn;G
1999-11-18 18:00:01;1999-11-19 18:00:00;1999-11-19;Obestämd nederbördstyp;G
1999-11-19 18:00:01;1999-11-20 18:00:00;1999-11-20;snowfall;G
1999-11-19 18:00:01;1999-11-20 18:00:00;1999-11-20;kornsnö;G
1999-11-21 18:00:01;1999-11-22 18:00:00;1999-11-22;snowfall;G
1999-11-21 18:00:01;1999-11-22 18:00:00;1999-11-22;kornsnö;G
1999-11-24 18:00:01;1999-11-25 18:00:00;1999-11-25;regn;G
1999-11-24 18:00:01;1999-11-25 18:00:00;1999-11-25;regnskurar;G
1999-11-24 18:00:01;1999-11-25 18:00:00;1999-11-25;duggregn;G
1999-11-25 18:00:01;1999-11-26 18:00:00;1999-11-26;regnskurar;G
1999-11-26 18:00:01;1999-11-27 18:00:00;1999-11-27;duggregn;G
1999-11-26 18:00:01;1999-11-27 18:00:00;1999-11-27;Obestämd nederbördstyp;G
1999-11-26 18:00:01;1999-11-27 18:00:00;1999-11-27;regnskurar;G
1999-11-29 18:00:01;1999-11-30 18:00:00;1999-11-30;regn;G
1999-11-29 18:00:01;1999-11-30 18:00:00;1999-11-30;duggregn;G
1999-11-30 18:00:01;1999-12-01 18:00:00;1999-12-01;regnskurar;G
1999-11-30 18:00:01;1999-12-01 18:00:00;1999-12-01;Obestämd nederbördstyp;G
1999-12-01 18:00:01;1999-12-02 18:00:00;1999-12-02;Obestämd nederbördstyp;G
1999-12-01 18:00:01;1999-12-02 18:00:00;1999-12-02;regn;G
1999-12-02 18:00:01;1999-12-03 18:00:00;1999-12-03;regn;G
1999-12-02 18:00:01;1999-12-03 18:00:00;1999-12-03;snowfall;G
1999-12-02 18:00:01;1999-12-03 18:00:00;1999-12-03;duggregn;G
1999-12-02 18:00:01;1999-12-03 18:00:00;1999-12-03;Obestämd nederbördstyp;G
1999-12-03 18:00:01;1999-12-04 18:00:00;1999-12-04;Obestämd nederbördstyp;G
1999-12-03 18:00:01;1999-12-04 18:00:00;1999-12-04;regnskurar;G
1999-12-03 18:00:01;1999-12-04 18:00:00;1999-12-04;snowfall;G
1999-12-03 18:00:01;1999-12-04 18:00:00;1999-12-04;duggregn;G
1999-12-03 18:00:01;1999-12-04 18:00:00;1999-12-04;regn;G
1999-12-04 18:00:01;1999-12-05 18:00:00;1999-12-05;snowfall;G
1999-12-04 18:00:01;1999-12-05 18:00:00;1999-12-05;snöbyar;G
1999-12-04 18:00:01;1999-12-05 18:00:00;1999-12-05;iskorn;G
1999-12-04 18:00:01;1999-12-05 18:00:00;1999-12-05;duggregn;G
1999-12-04 18:00:01;1999-12-05 18:00:00;1999-12-05;regnskurar;G
1999-12-04 18:00:01;1999-12-05 18:00:00;1999-12-05;Obestämd nederbördstyp;G
1999-12-04 18:00:01;1999-12-05 18:00:00;1999-12-05;kornsnö;G
1999-12-05 18:00:01;1999-12-06 18:00:00;1999-12-06;Obestämd nederbördstyp;G
1999-12-05 18:00:01;1999-12-06 18:00:00;1999-12-06;regnskurar;G
1999-12-05 18:00:01;1999-12-06 18:00:00;1999-12-06;snöblandat regn;G
1999-12-05 18:00:01;1999-12-06 18:00:00;1999-12-06;regn;G
1999-12-05 18:00:01;1999-12-06 18:00:00;1999-12-06;duggregn;G
1999-12-06 18:00:01;1999-12-07 18:00:00;1999-12-07;regn;G
1999-12-06 18:00:01;1999-12-07 18:00:00;1999-12-07;duggregn;G
1999-12-06 18:00:01;1999-12-07 18:00:00;1999-12-07;regnskurar;G
1999-12-06 18:00:01;1999-12-07 18:00:00;1999-12-07;Obestämd nederbördstyp;G
1999-12-07 18:00:01;1999-12-08 18:00:00;1999-12-08;Obestämd nederbördstyp;G
1999-12-07 18:00:01;1999-12-08 18:00:00;1999-12-08;regnskurar;G
1999-12-07 18:00:01;1999-12-08 18:00:00;1999-12-08;regn;G
1999-12-08 18:00:01;1999-12-09 18:00:00;1999-12-09;regnskurar;G
1999-12-08 18:00:01;1999-12-09 18:00:00;1999-12-09;duggregn;G
1999-12-08 18:00:01;1999-12-09 18:00:00;1999-12-09;regn;G
1999-12-09 18:00:01;1999-12-10 18:00:00;1999-12-10;regnskurar;G
1999-12-09 18:00:01;1999-12-10 18:00:00;1999-12-10;regn;G
1999-12-09 18:00:01;1999-12-10 18:00:00;1999-12-10;duggregn;G
1999-12-09 18:00:01;1999-12-10 18:00:00;1999-12-10;Obestämd nederbördstyp;G
1999-12-10 18:00:01;1999-12-11 18:00:00;1999-12-11;regnskurar;G
1999-12-10 18:00:01;1999-12-11 18:00:00;1999-12-11;Obestämd nederbördstyp;G
1999-12-10 18:00:01;1999-12-11 18:00:00;1999-12-11;regn;G
1999-12-10 18:00:01;1999-12-11 18:00:00;1999-12-11;duggregn;G
1999-12-11 18:00:01;1999-12-12 18:00:00;1999-12-12;duggregn;G
1999-12-11 18:00:01;1999-12-12 18:00:00;1999-12-12;regn;G
1999-12-11 18:00:01;1999-12-12 18:00:00;1999-12-12;Obestämd nederbördstyp;G
1999-12-11 18:00:01;1999-12-12 18:00:00;1999-12-12;regnskurar;G
1999-12-12 18:00:01;1999-12-13 18:00:00;1999-12-13;kornsnö;G
1999-12-12 18:00:01;1999-12-13 18:00:00;1999-12-13;snowfall;G
1999-12-12 18:00:01;1999-12-13 18:00:00;1999-12-13;Obestämd nederbördstyp;G
1999-12-12 18:00:01;1999-12-13 18:00:00;1999-12-13;regnskurar;G
1999-12-12 18:00:01;1999-12-13 18:00:00;1999-12-13;iskorn;G
1999-12-13 18:00:01;1999-12-14 18:00:00;1999-12-14;snowfall;G
1999-12-13 18:00:01;1999-12-14 18:00:00;1999-12-14;Obestämd nederbördstyp;G
1999-12-13 18:00:01;1999-12-14 18:00:00;1999-12-14;regn;G
1999-12-14 18:00:01;1999-12-15 18:00:00;1999-12-15;snöbyar;G
1999-12-14 18:00:01;1999-12-15 18:00:00;1999-12-15;Obestämd nederbördstyp;G
1999-12-14 18:00:01;1999-12-15 18:00:00;1999-12-15;snowfall;G
1999-12-14 18:00:01;1999-12-15 18:00:00;1999-12-15;kornsnö;G
1999-12-15 18:00:01;1999-12-16 18:00:00;1999-12-16;snowfall;G
1999-12-15 18:00:01;1999-12-16 18:00:00;1999-12-16;snöbyar;G
1999-12-16 18:00:01;1999-12-17 18:00:00;1999-12-17;duggregn;G
1999-12-16 18:00:01;1999-12-17 18:00:00;1999-12-17;snöblandat regn;G
1999-12-16 18:00:01;1999-12-17 18:00:00;1999-12-17;Obestämd nederbördstyp;G
1999-12-16 18:00:01;1999-12-17 18:00:00;1999-12-17;regn;G
1999-12-16 18:00:01;1999-12-17 18:00:00;1999-12-17;regnskurar;G
1999-12-16 18:00:01;1999-12-17 18:00:00;1999-12-17;kornsnö;G
1999-12-17 18:00:01;1999-12-18 18:00:00;1999-12-18;snowfall;G
1999-12-18 18:00:01;1999-12-19 18:00:00;1999-12-19;regnskurar;G
1999-12-18 18:00:01;1999-12-19 18:00:00;1999-12-19;Obestämd nederbördstyp;G
1999-12-18 18:00:01;1999-12-19 18:00:00;1999-12-19;snowfall;G
1999-12-18 18:00:01;1999-12-19 18:00:00;1999-12-19;snöbyar;G
1999-12-19 18:00:01;1999-12-20 18:00:00;1999-12-20;Obestämd nederbördstyp;G
1999-12-19 18:00:01;1999-12-20 18:00:00;1999-12-20;regn;G
1999-12-21 18:00:01;1999-12-22 18:00:00;1999-12-22;Obestämd nederbördstyp;G
1999-12-22 18:00:01;1999-12-23 18:00:00;1999-12-23;regnskurar;G
1999-12-22 18:00:01;1999-12-23 18:00:00;1999-12-23;snöblandat regn;G
1999-12-22 18:00:01;1999-12-23 18:00:00;1999-12-23;regn;G
1999-12-22 18:00:01;1999-12-23 18:00:00;1999-12-23;Obestämd nederbördstyp;G
1999-12-23 18:00:01;1999-12-24 18:00:00;1999-12-24;duggregn;G
1999-12-23 18:00:01;1999-12-24 18:00:00;1999-12-24;regn;G
1999-12-24 18:00:01;1999-12-25 18:00:00;1999-12-25;Obestämd nederbördstyp;G
1999-12-24 18:00:01;1999-12-25 18:00:00;1999-12-25;regn;G
1999-12-24 18:00:01;1999-12-25 18:00:00;1999-12-25;regnskurar;G
1999-12-24 18:00:01;1999-12-25 18:00:00;1999-12-25;duggregn;G
1999-12-25 18:00:01;1999-12-26 18:00:00;1999-12-26;Obestämd nederbördstyp;G
1999-12-25 18:00:01;1999-12-26 18:00:00;1999-12-26;regn;G
1999-12-25 18:00:01;1999-12-26 18:00:00;1999-12-26;snowfall;G
1999-12-25 18:00:01;1999-12-26 18:00:00;1999-12-26;duggregn;G
1999-12-26 18:00:01;1999-12-27 18:00:00;1999-12-27;Obestämd nederbördstyp;G
1999-12-26 18:00:01;1999-12-27 18:00:00;1999-12-27;snöblandat regn;G
1999-12-26 18:00:01;1999-12-27 18:00:00;1999-12-27;regnskurar;G
1999-12-26 18:00:01;1999-12-27 18:00:00;1999-12-27;snowfall;G
1999-12-26 18:00:01;1999-12-27 18:00:00;1999-12-27;duggregn;G
1999-12-26 18:00:01;1999-12-27 18:00:00;1999-12-27;regn;G
1999-12-27 18:00:01;1999-12-28 18:00:00;1999-12-28;duggregn;G
1999-12-27 18:00:01;1999-12-28 18:00:00;1999-12-28;Obestämd nederbördstyp;G
1999-12-27 18:00:01;1999-12-28 18:00:00;1999-12-28;snowfall;G
1999-12-27 18:00:01;1999-12-28 18:00:00;1999-12-28;snöblandat regn;G
1999-12-27 18:00:01;1999-12-28 18:00:00;1999-12-28;regnskurar;G
1999-12-29 18:00:01;1999-12-30 18:00:00;1999-12-30;regn;G
1999-12-29 18:00:01;1999-12-30 18:00:00;1999-12-30;snöbyar;G
1999-12-30 18:00:01;1999-12-31 18:00:00;1999-12-31;regnskurar;G
1999-12-30 18:00:01;1999-12-31 18:00:00;1999-12-31;Obestämd nederbördstyp;G
1999-12-31 18:00:01;2000-01-01 18:00:00;2000-01-01;duggregn;G
1999-12-31 18:00:01;2000-01-01 18:00:00;2000-01-01;Obestämd nederbördstyp;G
1999-12-31 18:00:01;2000-01-01 18:00:00;2000-01-01;regn;G
2000-01-01 18:00:01;2000-01-02 18:00:00;2000-01-02;Obestämd nederbördstyp;G
2000-01-02 18:00:01;2000-01-03 18:00:00;2000-01-03;regnskurar;G
2000-01-02 18:00:01;2000-01-03 18:00:00;2000-01-03;Obestämd nederbördstyp;G
2000-01-04 18:00:01;2000-01-05 18:00:00;2000-01-05;regn;G
2000-01-04 18:00:01;2000-01-05 18:00:00;2000-01-05;duggregn;G
2000-01-04 18:00:01;2000-01-05 18:00:00;2000-01-05;Obestämd nederbördstyp;G
2000-01-04 18:00:01;2000-01-05 18:00:00;2000-01-05;regnskurar;G
2000-01-05 18:00:01;2000-01-06 18:00:00;2000-01-06;regn;G
2000-01-05 18:00:01;2000-01-06 18:00:00;2000-01-06;duggregn;G
2000-01-06 18:00:01;2000-01-07 18:00:00;2000-01-07;Obestämd nederbördstyp;G
2000-01-06 18:00:01;2000-01-07 18:00:00;2000-01-07;regnskurar;G
2000-01-06 18:00:01;2000-01-07 18:00:00;2000-01-07;regn;G
2000-01-10 18:00:01;2000-01-11 18:00:00;2000-01-11;Obestämd nederbördstyp;G
2000-01-10 18:00:01;2000-01-11 18:00:00;2000-01-11;regnskurar;G
2000-01-10 18:00:01;2000-01-11 18:00:00;2000-01-11;duggregn;G
2000-01-11 18:00:01;2000-01-12 18:00:00;2000-01-12;duggregn;G
2000-01-11 18:00:01;2000-01-12 18:00:00;2000-01-12;regnskurar;G
2000-01-11 18:00:01;2000-01-12 18:00:00;2000-01-12;Obestämd nederbördstyp;G
2000-01-12 18:00:01;2000-01-13 18:00:00;2000-01-13;Obestämd nederbördstyp;G
2000-01-17 18:00:01;2000-01-18 18:00:00;2000-01-18;Obestämd nederbördstyp;G
2000-01-20 18:00:01;2000-01-21 18:00:00;2000-01-21;regn;G
